S17,전남,강진,1600
S21,전남,화순,1900
S23,전남,화순,2100
S26,전남,화순,900
S29,전남,화순,1000
S31,전남,장성,780
S32,전남,곡성,750
S33,전남,화순,900
S37,전북,남원,970
S38,전북,김제,1900
S41,전북,남원,1000
S44,전북,김제,1400
S45,전북,김제,2000
S47,전북,김제,1000
S67,경남,거창,2000
